project_id,sov_line_id,estimated_labor_hours,estimated_labor_cost,estimated_material_cost,estimated_equipment_cost,estimated_sub_cost,productivity_factor,key_assumptions
PRJ-2018-010,PRJ-2018-010-SOV-02,2637,158100,102300,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-010,PRJ-2018-010-SOV-03,11562,693500,270600,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-010,PRJ-2018-010-SOV-04,17262,1035400,582600,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-010,PRJ-2018-010-SOV-05,11652,698900,285700,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-010,PRJ-2018-010-SOV-06,5817,348900,239300,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-010,PRJ-2018-010-SOV-07,4238,254200,0,1363700,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-010,PRJ-2018-010-SOV-08,4254,255100,0,928700,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-010,PRJ-2018-010-SOV-09,3747,224700,0,766200,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-010,PRJ-2018-010-SOV-10,8534,511900,239400,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-010,PRJ-2018-010-SOV-11,6449,386800,183000,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-010,PRJ-2018-010-SOV-12,6504,390100,0,0,431600,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-010,PRJ-2018-010-SOV-13,2206,132300,0,0,191900,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-010,PRJ-2018-010-SOV-14,3615,216800,105800,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-010,PRJ-2018-010-SOV-15,1263,75700,41500,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-011,PRJ-2018-011-SOV-01,32586,1987900,793100,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-011,PRJ-2018-011-SOV-02,12390,755800,483000,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-011,PRJ-2018-011-SOV-03,41833,2552000,1570600,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-011,PRJ-2018-011-SOV-04,56431,3442600,2112700,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-011,PRJ-2018-011-SOV-05,40793,2488600,1469800,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-011,PRJ-2018-011-SOV-06,22446,1369300,491500,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-011,PRJ-2018-011-SOV-07,18428,1124200,0,4484200,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-011,PRJ-2018-011-SOV-08,19171,1169500,0,3151400,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-011,PRJ-2018-011-SOV-09,16766,1022800,0,3009100,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-011,PRJ-2018-011-SOV-10,40861,2492700,1330900,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-011,PRJ-2018-011-SOV-11,19662,1199500,614700,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-011,PRJ-2018-011-SOV-12,20763,1266600,0,0,1391000,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-011,PRJ-2018-011-SOV-13,10782,657700,0,0,816300,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-011,PRJ-2018-011-SOV-14,11463,699300,485000,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-011,PRJ-2018-011-SOV-15,8370,510600,199500,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-012,PRJ-2018-012-SOV-01,5324,333100,223700,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-012,PRJ-2018-012-SOV-02,3024,189200,131000,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-012,PRJ-2018-012-SOV-03,6941,434300,293300,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-012,PRJ-2018-012-SOV-04,10783,674800,386600,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-012,PRJ-2018-012-SOV-05,9025,564800,243800,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-012,PRJ-2018-012-SOV-06,4860,304100,120800,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-012,PRJ-2018-012-SOV-07,5740,359200,0,890700,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-012,PRJ-2018-012-SOV-08,3871,242200,0,826700,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-012,PRJ-2018-012-SOV-09,1701,106400,0,429100,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-012,PRJ-2018-012-SOV-10,6949,434800,237100,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-012,PRJ-2018-012-SOV-11,3664,229300,133400,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-012,PRJ-2018-012-SOV-12,3324,208000,0,0,287200,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-012,PRJ-2018-012-SOV-13,2397,150000,0,0,204000,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-012,PRJ-2018-012-SOV-14,1943,121600,83600,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-012,PRJ-2018-012-SOV-15,1213,75900,39100,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-013,PRJ-2018-013-SOV-01,2563,165800,78800,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-013,PRJ-2018-013-SOV-02,1298,84000,56600,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-013,PRJ-2018-013-SOV-03,5587,361500,140500,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-013,PRJ-2018-013-SOV-04,4371,282800,141800,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-013,PRJ-2018-013-SOV-05,4888,316300,129400,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-013,PRJ-2018-013-SOV-06,2743,177500,85100,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-013,PRJ-2018-013-SOV-07,1566,101300,0,537500,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-013,PRJ-2018-013-SOV-08,1149,74300,0,335900,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-013,PRJ-2018-013-SOV-09,1019,65900,0,236900,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-013,PRJ-2018-013-SOV-10,3816,246900,121400,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-013,PRJ-2018-013-SOV-11,2063,133500,70700,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-013,PRJ-2018-013-SOV-12,1828,118300,0,0,137800,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-013,PRJ-2018-013-SOV-13,989,64000,0,0,72300,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-013,PRJ-2018-013-SOV-14,1261,81600,47400,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-013,PRJ-2018-013-SOV-15,795,51400,25800,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-014,PRJ-2018-014-SOV-01,10063,659200,384600,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-014,PRJ-2018-014-SOV-02,3833,251100,125500,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-014,PRJ-2018-014-SOV-03,11638,762400,385400,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-014,PRJ-2018-014-SOV-04,13330,873300,525000,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-014,PRJ-2018-014-SOV-05,10805,707800,370400,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-014,PRJ-2018-014-SOV-06,5911,387200,191400,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-014,PRJ-2018-014-SOV-07,5071,332200,0,1175600,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-014,PRJ-2018-014-SOV-08,4634,303500,0,928800,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-014,PRJ-2018-014-SOV-09,3153,206500,0,708600,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-014,PRJ-2018-014-SOV-10,10429,683200,349500,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-014,PRJ-2018-014-SOV-11,5194,340200,179600,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-014,PRJ-2018-014-SOV-12,5726,375100,0,0,408900,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-014,PRJ-2018-014-SOV-13,3682,241200,0,0,326400,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-014,PRJ-2018-014-SOV-14,2524,165300,87600,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-014,PRJ-2018-014-SOV-15,2120,138800,73500,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-015,PRJ-2018-015-SOV-01,18247,1216700,683400,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-015,PRJ-2018-015-SOV-02,5602,373500,141800,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-015,PRJ-2018-015-SOV-03,23107,1540800,708600,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-015,PRJ-2018-015-SOV-04,22746,1516700,1004100,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-015,PRJ-2018-015-SOV-05,17108,1140800,527400,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-015,PRJ-2018-015-SOV-06,12399,826800,590000,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-015,PRJ-2018-015-SOV-07,13270,884800,0,2604000,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-015,PRJ-2018-015-SOV-08,9170,611400,0,1932300,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-015,PRJ-2018-015-SOV-09,6807,453900,0,1778500,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-015,PRJ-2018-015-SOV-10,16612,1107700,676100,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-015,PRJ-2018-015-SOV-11,11038,736000,317900,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-015,PRJ-2018-015-SOV-12,11957,797300,0,0,880600,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-015,PRJ-2018-015-SOV-13,4316,287800,0,0,383300,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-015,PRJ-2018-015-SOV-14,6037,402500,249700,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-015,PRJ-2018-015-SOV-15,2880,192000,115600,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-016,PRJ-2018-016-SOV-01,14360,905600,341300,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-016,PRJ-2018-016-SOV-02,5104,321900,140900,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-016,PRJ-2018-016-SOV-03,16143,1018100,615600,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-016,PRJ-2018-016-SOV-04,23341,1472100,687400,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-016,PRJ-2018-016-SOV-05,23431,1477700,750500,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-016,PRJ-2018-016-SOV-06,12156,766600,470200,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-016,PRJ-2018-016-SOV-07,6262,394900,0,1770600,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-016,PRJ-2018-016-SOV-08,8759,552400,0,2056100,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-016,PRJ-2018-016-SOV-09,5096,321400,0,1205600,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-016,PRJ-2018-016-SOV-10,14394,907800,546100,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-016,PRJ-2018-016-SOV-11,8127,512500,376200,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-016,PRJ-2018-016-SOV-12,11353,716000,0,0,861900,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-016,PRJ-2018-016-SOV-13,5035,317500,0,0,393300,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-016,PRJ-2018-016-SOV-14,4912,309700,131000,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-016,PRJ-2018-016-SOV-15,2454,154700,83400,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-017,PRJ-2018-017-SOV-01,16195,1095100,683900,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-017,PRJ-2018-017-SOV-02,4873,329500,199600,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-017,PRJ-2018-017-SOV-03,19004,1285100,682000,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-017,PRJ-2018-017-SOV-04,23982,1621700,936200,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-017,PRJ-2018-017-SOV-05,16558,1119700,561800,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-017,PRJ-2018-017-SOV-06,9041,611300,305900,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-017,PRJ-2018-017-SOV-07,7803,527600,0,2232100,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-017,PRJ-2018-017-SOV-08,6577,444700,0,1364600,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-017,PRJ-2018-017-SOV-09,4456,301300,0,997700,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-017,PRJ-2018-017-SOV-10,13415,907100,613000,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-017,PRJ-2018-017-SOV-11,7289,492900,253100,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-017,PRJ-2018-017-SOV-12,8141,550500,0,0,769400,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-017,PRJ-2018-017-SOV-13,3888,262900,0,0,348300,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-017,PRJ-2018-017-SOV-14,5208,352100,142700,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-017,PRJ-2018-017-SOV-15,2041,138000,93700,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-018,PRJ-2018-018-SOV-01,8302,552800,259100,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-018,PRJ-2018-018-SOV-02,2210,147100,68800,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-018,PRJ-2018-018-SOV-03,8630,574700,241800,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-018,PRJ-2018-018-SOV-04,11241,748600,343000,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-018,PRJ-2018-018-SOV-05,11882,791300,465600,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-018,PRJ-2018-018-SOV-06,4144,275900,197200,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-018,PRJ-2018-018-SOV-07,5740,382200,0,1124000,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-018,PRJ-2018-018-SOV-08,3126,208100,0,957400,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-018,PRJ-2018-018-SOV-09,2516,167500,0,687200,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-018,PRJ-2018-018-SOV-10,5803,386400,190400,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-018,PRJ-2018-018-SOV-11,2808,187000,135000,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-018,PRJ-2018-018-SOV-12,4652,309800,0,0,443200,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-018,PRJ-2018-018-SOV-13,2290,152500,0,0,185300,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-018,PRJ-2018-018-SOV-14,2319,154400,96200,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-018,PRJ-2018-018-SOV-15,1190,79200,28300,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-019,PRJ-2018-019-SOV-01,12877,809800,535700,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-019,PRJ-2018-019-SOV-02,5387,338700,153700,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-019,PRJ-2018-019-SOV-03,14669,922500,419400,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-019,PRJ-2018-019-SOV-04,18598,1169600,502300,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-019,PRJ-2018-019-SOV-05,14916,938000,632800,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-019,PRJ-2018-019-SOV-06,8854,556800,279100,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-019,PRJ-2018-019-SOV-07,14029,882200,0,2420200,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-019,PRJ-2018-019-SOV-08,10615,667500,0,1891800,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-019,PRJ-2018-019-SOV-09,5392,339000,0,1166800,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
