project_id,co_number,date_submitted,reason_category,description,amount,status,related_rfi,affected_sov_lines,labor_hours_impact,schedule_impact_days,submitted_by,approved_by
PRJ-2018-007,CO-001,2018-10-17,Design Error,Drawings showed incorrect equipment clearance - field correction required,433800,Approved,RFI-029,"['PRJ-2018-007-SOV-09', 'PRJ-2018-007-SOV-06', 'PRJ-2018-007-SOV-05']",186,0,K. Thompson,
PRJ-2018-007,CO-002,2018-10-28,Design Error,Drawings showed incorrect pipe elevation - field correction required,99600,Approved,RFI-005,"['PRJ-2018-007-SOV-07', 'PRJ-2018-007-SOV-13', 'PRJ-2018-007-SOV-03']",156,0,J. Martinez,Project Manager
PRJ-2018-007,CO-007,2018-11-16,Unforeseen Condition,Discovered existing ductwork not shown on documents,221700,Approved,,['PRJ-2018-007-SOV-08'],29,0,R. Williams,Owner Rep
PRJ-2018-008,CO-009,2018-05-05,Code Compliance,Inspector required fire dampers,142700,Approved,RFI-017,['PRJ-2018-008-SOV-12'],164,5,K. Thompson,Project Manager
PRJ-2018-008,CO-004,2018-07-03,Scope Gap,Work not clearly defined in bid documents,120600,Approved,RFI-023,['PRJ-2018-008-SOV-11'],83,0,J. Martinez,
PRJ-2018-008,CO-007,2018-08-18,Scope Gap,Work not clearly defined in bid documents,242300,Approved,,"['PRJ-2018-008-SOV-01', 'PRJ-2018-008-SOV-07']",82,0,R. Williams,
PRJ-2018-008,CO-002,2018-11-20,Coordination,Rerouting required due to fire protection conflict,146200,Approved,RFI-013,['PRJ-2018-008-SOV-03'],163,0,J. Martinez,Owner Rep
PRJ-2018-008,CO-001,2018-12-05,Owner Request,Added chilled water piping per owner directive,82800,Approved,RFI-013,"['PRJ-2018-008-SOV-08', 'PRJ-2018-008-SOV-02', 'PRJ-2018-008-SOV-03']",144,0,J. Martinez,Owner Rep
PRJ-2018-008,CO-005,2019-01-06,Scope Gap,Work not clearly defined in bid documents,155500,Approved,RFI-009,['PRJ-2018-008-SOV-10'],126,0,R. Williams,Owner Rep
PRJ-2018-008,CO-006,2019-01-15,Design Error,Drawings showed incorrect equipment clearance - field correction required,38100,Approved,RFI-021,"['PRJ-2018-008-SOV-01', 'PRJ-2018-008-SOV-09', 'PRJ-2018-008-SOV-12']",100,0,K. Thompson,
PRJ-2018-008,CO-008,2019-01-31,Acceleration,Premium time to maintain schedule,153800,Approved,RFI-024,"['PRJ-2018-008-SOV-12', 'PRJ-2018-008-SOV-06']",158,0,K. Thompson,Owner Rep
PRJ-2018-008,CO-012,2019-03-24,Scope Gap,Work not clearly defined in bid documents,98500,Approved,RFI-017,['PRJ-2018-008-SOV-11'],149,0,K. Thompson,
PRJ-2018-008,CO-010,2019-08-21,Value Engineering,Substitution approved: copper piping to Daikin RTU,-60300,Approved,,"['PRJ-2018-008-SOV-12', 'PRJ-2018-008-SOV-15']",-41,0,R. Williams,
PRJ-2018-008,CO-011,2019-08-21,Coordination,Rerouting required due to plumbing conflict,39500,Approved,RFI-003,['PRJ-2018-008-SOV-09'],131,0,K. Thompson,
PRJ-2018-008,CO-003,2019-10-06,Design Error,Drawings showed incorrect pipe elevation - field correction required,105600,Approved,RFI-029,"['PRJ-2018-008-SOV-09', 'PRJ-2018-008-SOV-10', 'PRJ-2018-008-SOV-12']",10,7,R. Williams,
PRJ-2018-009,CO-001,2018-05-09,Value Engineering,Substitution approved: Carrier RTU to Daikin RTU,-213000,Approved,RFI-024,"['PRJ-2018-009-SOV-03', 'PRJ-2018-009-SOV-11', 'PRJ-2018-009-SOV-07']",-84,0,R. Williams,Owner Rep
PRJ-2018-009,CO-002,2018-06-09,Scope Gap,Work not clearly defined in bid documents,250500,Approved,RFI-008,"['PRJ-2018-009-SOV-04', 'PRJ-2018-009-SOV-10']",192,0,K. Thompson,Owner Rep
PRJ-2018-009,CO-003,2018-08-13,Scope Gap,Work not clearly defined in bid documents,298900,Approved,,"['PRJ-2018-009-SOV-02', 'PRJ-2018-009-SOV-04', 'PRJ-2018-009-SOV-03']",73,2,K. Thompson,
PRJ-2018-009,CO-004,2018-08-29,Code Compliance,Inspector required seismic upgrades,51800,Approved,RFI-019,"['PRJ-2018-009-SOV-13', 'PRJ-2018-009-SOV-11']",106,2,R. Williams,Owner Rep
PRJ-2018-009,CO-005,2018-10-05,Scope Gap,Work not clearly defined in bid documents,203500,Approved,RFI-028,"['PRJ-2018-009-SOV-06', 'PRJ-2018-009-SOV-07', 'PRJ-2018-009-SOV-10']",160,0,K. Thompson,
PRJ-2018-009,CO-006,2019-02-03,Value Engineering,Substitution approved: Trane chiller to steel piping,-163900,Approved,RFI-017,['PRJ-2018-009-SOV-09'],-8,0,R. Williams,
PRJ-2018-010,CO-003,2018-05-19,Value Engineering,Substitution approved: copper piping to York chiller,-148700,Rejected,RFI-026,"['PRJ-2018-010-SOV-03', 'PRJ-2018-010-SOV-04']",-92,0,J. Martinez,Owner Rep
PRJ-2018-010,CO-001,2018-06-14,Unforeseen Condition,Discovered structural conflict not shown on documents,234000,Approved,RFI-025,"['PRJ-2018-010-SOV-04', 'PRJ-2018-010-SOV-10']",35,14,R. Williams,Project Manager
PRJ-2018-010,CO-002,2018-08-12,Unforeseen Condition,Discovered asbestos insulation not shown on documents,174000,Approved,RFI-019,"['PRJ-2018-010-SOV-06', 'PRJ-2018-010-SOV-12', 'PRJ-2018-010-SOV-10']",134,5,K. Thompson,
PRJ-2018-011,CO-003,2018-04-23,Coordination,Rerouting required due to plumbing conflict,652500,Approved,,"['PRJ-2018-011-SOV-12', 'PRJ-2018-011-SOV-09']",190,14,K. Thompson,
PRJ-2018-011,CO-005,2018-06-06,Unforeseen Condition,Discovered existing ductwork not shown on documents,283400,Rejected,RFI-014,"['PRJ-2018-011-SOV-08', 'PRJ-2018-011-SOV-11']",98,2,J. Martinez,Project Manager
PRJ-2018-011,CO-007,2018-06-26,Design Error,Drawings showed incorrect duct size - field correction required,158300,Approved,,"['PRJ-2018-011-SOV-11', 'PRJ-2018-011-SOV-05']",16,5,J. Martinez,Owner Rep
PRJ-2018-011,CO-006,2018-07-15,Coordination,Rerouting required due to structural conflict,660500,Rejected,RFI-020,['PRJ-2018-011-SOV-11'],33,5,J. Martinez,
PRJ-2018-011,CO-001,2018-09-05,Acceleration,Premium time to maintain schedule,518500,Rejected,RFI-012,['PRJ-2018-011-SOV-03'],15,14,J. Martinez,
PRJ-2018-011,CO-004,2018-09-11,Value Engineering,Substitution approved: Carrier RTU to York chiller,-153000,Approved,,['PRJ-2018-011-SOV-11'],-87,0,K. Thompson,
PRJ-2018-011,CO-002,2018-11-13,Unforeseen Condition,Discovered existing ductwork not shown on documents,386800,Approved,,"['PRJ-2018-011-SOV-15', 'PRJ-2018-011-SOV-06']",156,0,J. Martinez,Project Manager
PRJ-2018-012,CO-006,2018-05-31,Value Engineering,Substitution approved: Trane chiller to steel piping,-92500,Approved,RFI-029,"['PRJ-2018-012-SOV-13', 'PRJ-2018-012-SOV-05', 'PRJ-2018-012-SOV-12']",-80,0,R. Williams,Project Manager
PRJ-2018-012,CO-002,2018-08-23,Value Engineering,Substitution approved: copper piping to steel piping,-19700,Approved,RFI-016,['PRJ-2018-012-SOV-04'],-83,0,J. Martinez,Project Manager
PRJ-2018-012,CO-003,2018-10-06,Scope Gap,Work not clearly defined in bid documents,331100,Approved,,"['PRJ-2018-012-SOV-12', 'PRJ-2018-012-SOV-15']",34,0,K. Thompson,
PRJ-2018-012,CO-007,2018-10-30,Design Error,Drawings showed incorrect pipe elevation - field correction required,154300,Approved,,"['PRJ-2018-012-SOV-10', 'PRJ-2018-012-SOV-04']",76,5,K. Thompson,
PRJ-2018-012,CO-005,2018-12-01,Owner Request,Added chilled water piping per owner directive,182100,Approved,,"['PRJ-2018-012-SOV-07', 'PRJ-2018-012-SOV-12']",85,5,J. Martinez,Project Manager
PRJ-2018-012,CO-004,2019-01-09,Design Error,Drawings showed incorrect equipment clearance - field correction required,210000,Rejected,,"['PRJ-2018-012-SOV-04', 'PRJ-2018-012-SOV-03', 'PRJ-2018-012-SOV-08']",23,0,R. Williams,
PRJ-2018-012,CO-001,2019-04-02,Unforeseen Condition,Discovered asbestos insulation not shown on documents,191000,Rejected,,"['PRJ-2018-012-SOV-01', 'PRJ-2018-012-SOV-08']",100,14,K. Thompson,Project Manager
PRJ-2018-013,CO-003,2018-02-08,Unforeseen Condition,Discovered asbestos insulation not shown on documents,105900,Rejected,RFI-012,['PRJ-2018-013-SOV-01'],57,7,K. Thompson,
PRJ-2018-013,CO-009,2018-02-22,Unforeseen Condition,Discovered existing ductwork not shown on documents,30500,Approved,,"['PRJ-2018-013-SOV-12', 'PRJ-2018-013-SOV-03', 'PRJ-2018-013-SOV-14']",75,0,K. Thompson,Owner Rep
PRJ-2018-013,CO-004,2018-05-09,Unforeseen Condition,Discovered structural conflict not shown on documents,111500,Rejected,RFI-021,"['PRJ-2018-013-SOV-08', 'PRJ-2018-013-SOV-12']",158,0,J. Martinez,
PRJ-2018-013,CO-007,2018-05-18,Unforeseen Condition,Discovered existing ductwork not shown on documents,32700,Approved,,['PRJ-2018-013-SOV-05'],72,14,J. Martinez,Project Manager
PRJ-2018-013,CO-005,2018-06-13,Acceleration,Premium time to maintain schedule,70000,Approved,,"['PRJ-2018-013-SOV-03', 'PRJ-2018-013-SOV-06', 'PRJ-2018-013-SOV-08']",111,0,K. Thompson,
PRJ-2018-013,CO-008,2018-06-15,Owner Request,Added exhaust fan per owner directive,60800,Approved,RFI-001,"['PRJ-2018-013-SOV-03', 'PRJ-2018-013-SOV-15', 'PRJ-2018-013-SOV-10']",108,5,R. Williams,
PRJ-2018-013,CO-002,2018-07-26,Coordination,Rerouting required due to structural conflict,51400,Rejected,RFI-025,['PRJ-2018-013-SOV-06'],200,14,K. Thompson,Project Manager
PRJ-2018-013,CO-011,2018-07-28,Coordination,Rerouting required due to fire protection conflict,31900,Approved,,['PRJ-2018-013-SOV-14'],61,0,R. Williams,Owner Rep
PRJ-2018-013,CO-001,2018-10-26,Value Engineering,Substitution approved: copper piping to York chiller,-63800,Rejected,RFI-010,['PRJ-2018-013-SOV-14'],-76,0,K. Thompson,Owner Rep
PRJ-2018-013,CO-006,2018-12-17,Unforeseen Condition,Discovered existing ductwork not shown on documents,87900,Approved,RFI-016,"['PRJ-2018-013-SOV-11', 'PRJ-2018-013-SOV-14']",175,7,R. Williams,
PRJ-2018-013,CO-010,2019-04-05,Scope Gap,Work not clearly defined in bid documents,127300,Rejected,RFI-018,"['PRJ-2018-013-SOV-01', 'PRJ-2018-013-SOV-08']",84,14,K. Thompson,Project Manager
PRJ-2018-013,CO-012,2019-04-18,Coordination,Rerouting required due to fire protection conflict,19800,Rejected,RFI-015,"['PRJ-2018-013-SOV-03', 'PRJ-2018-013-SOV-05']",39,0,R. Williams,Project Manager
PRJ-2018-014,CO-010,2018-05-01,Unforeseen Condition,Discovered existing ductwork not shown on documents,258800,Rejected,RFI-014,['PRJ-2018-014-SOV-11'],150,0,R. Williams,Owner Rep
PRJ-2018-014,CO-002,2018-05-15,Scope Gap,Work not clearly defined in bid documents,98000,Approved,RFI-019,"['PRJ-2018-014-SOV-09', 'PRJ-2018-014-SOV-10']",164,0,R. Williams,Project Manager
PRJ-2018-014,CO-001,2018-05-21,Code Compliance,Inspector required fire dampers,266800,Approved,RFI-024,"['PRJ-2018-014-SOV-05', 'PRJ-2018-014-SOV-07']",84,0,R. Williams,
PRJ-2018-014,CO-005,2018-05-21,Design Error,Drawings showed incorrect pipe elevation - field correction required,256300,Rejected,RFI-002,['PRJ-2018-014-SOV-15'],190,7,J. Martinez,
PRJ-2018-014,CO-007,2018-05-29,Code Compliance,Inspector required additional smoke detectors,49400,Approved,RFI-003,"['PRJ-2018-014-SOV-06', 'PRJ-2018-014-SOV-14', 'PRJ-2018-014-SOV-09']",28,2,J. Martinez,
PRJ-2018-014,CO-004,2018-06-21,Design Error,Drawings showed incorrect pipe elevation - field correction required,138200,Approved,,['PRJ-2018-014-SOV-15'],72,7,K. Thompson,Owner Rep
PRJ-2018-014,CO-008,2018-09-13,Code Compliance,Inspector required additional smoke detectors,64000,Approved,,['PRJ-2018-014-SOV-13'],198,5,R. Williams,
PRJ-2018-014,CO-003,2018-10-11,Owner Request,Added controls points per owner directive,255000,Approved,RFI-026,"['PRJ-2018-014-SOV-07', 'PRJ-2018-014-SOV-14', 'PRJ-2018-014-SOV-01']",91,0,K. Thompson,Project Manager
PRJ-2018-014,CO-009,2018-11-12,Owner Request,Added VAV boxes per owner directive,430500,Rejected,RFI-030,['PRJ-2018-014-SOV-04'],163,14,K. Thompson,Owner Rep
PRJ-2018-014,CO-006,2018-12-30,Value Engineering,Substitution approved: Carrier RTU to steel piping,-148600,Rejected,,['PRJ-2018-014-SOV-15'],-87,0,R. Williams,
PRJ-2018-015,CO-009,2018-03-24,Coordination,Rerouting required due to plumbing conflict,217100,Rejected,RFI-024,"['PRJ-2018-015-SOV-06', 'PRJ-2018-015-SOV-12']",49,0,K. Thompson,Owner Rep
PRJ-2018-015,CO-001,2018-04-21,Scope Gap,Work not clearly defined in bid documents,662900,Approved,,"['PRJ-2018-015-SOV-09', 'PRJ-2018-015-SOV-12']",148,7,J. Martinez,Project Manager
PRJ-2018-015,CO-005,2018-05-02,Scope Gap,Work not clearly defined in bid documents,888700,Approved,RFI-020,['PRJ-2018-015-SOV-02'],152,7,R. Williams,
PRJ-2018-015,CO-012,2018-05-12,Scope Gap,Work not clearly defined in bid documents,320800,Rejected,,['PRJ-2018-015-SOV-09'],70,5,J. Martinez,Owner Rep
PRJ-2018-015,CO-011,2018-07-06,Unforeseen Condition,Discovered existing ductwork not shown on documents,524500,Approved,RFI-022,['PRJ-2018-015-SOV-12'],59,0,R. Williams,
PRJ-2018-015,CO-002,2018-09-30,Design Error,Drawings showed incorrect duct size - field correction required,436100,Approved,RFI-023,"['PRJ-2018-015-SOV-08', 'PRJ-2018-015-SOV-09', 'PRJ-2018-015-SOV-13']",145,0,K. Thompson,Project Manager
PRJ-2018-015,CO-007,2018-10-05,Value Engineering,Substitution approved: Trane chiller to steel piping,-139900,Approved,RFI-014,['PRJ-2018-015-SOV-06'],-53,0,J. Martinez,Owner Rep
PRJ-2018-015,CO-014,2018-11-22,Acceleration,Premium time to maintain schedule,266200,Rejected,,"['PRJ-2018-015-SOV-11', 'PRJ-2018-015-SOV-03']",118,14,R. Williams,Owner Rep
PRJ-2018-015,CO-004,2018-12-25,Acceleration,Premium time to maintain schedule,339800,Approved,RFI-009,"['PRJ-2018-015-SOV-04', 'PRJ-2018-015-SOV-01', 'PRJ-2018-015-SOV-12']",72,14,J. Martinez,Project Manager
PRJ-2018-015,CO-008,2019-01-05,Coordination,Rerouting required due to fire protection conflict,408800,Approved,,['PRJ-2018-015-SOV-03'],197,5,R. Williams,Project Manager
PRJ-2018-015,CO-010,2019-01-07,Coordination,Rerouting required due to electrical conflict,62800,Approved,,['PRJ-2018-015-SOV-07'],28,0,K. Thompson,
PRJ-2018-015,CO-017,2019-01-30,Acceleration,Premium time to maintain schedule,207400,Approved,,"['PRJ-2018-015-SOV-04', 'PRJ-2018-015-SOV-03']",44,0,K. Thompson,Owner Rep
PRJ-2018-015,CO-016,2019-03-04,Owner Request,Added controls points per owner directive,497600,Rejected,,"['PRJ-2018-015-SOV-01', 'PRJ-2018-015-SOV-08']",34,0,K. Thompson,
PRJ-2018-015,CO-003,2019-04-01,Design Error,Drawings showed incorrect pipe elevation - field correction required,504100,Approved,RFI-026,"['PRJ-2018-015-SOV-05', 'PRJ-2018-015-SOV-06', 'PRJ-2018-015-SOV-14']",160,0,R. Williams,Owner Rep
PRJ-2018-015,CO-018,2019-04-30,Coordination,Rerouting required due to plumbing conflict,440100,Approved,RFI-012,['PRJ-2018-015-SOV-13'],114,0,J. Martinez,
PRJ-2018-015,CO-006,2019-05-11,Acceleration,Premium time to maintain schedule,136800,Approved,,"['PRJ-2018-015-SOV-02', 'PRJ-2018-015-SOV-10', 'PRJ-2018-015-SOV-07']",38,5,R. Williams,
PRJ-2018-015,CO-013,2019-05-23,Acceleration,Premium time to maintain schedule,263600,Rejected,RFI-026,"['PRJ-2018-015-SOV-14', 'PRJ-2018-015-SOV-11', 'PRJ-2018-015-SOV-13']",159,7,J. Martinez,
PRJ-2018-015,CO-015,2019-06-07,Value Engineering,Substitution approved: copper piping to steel piping,-328600,Approved,,"['PRJ-2018-015-SOV-03', 'PRJ-2018-015-SOV-09', 'PRJ-2018-015-SOV-01']",-82,0,R. Williams,Project Manager
PRJ-2018-016,CO-012,2018-04-17,Value Engineering,Substitution approved: Trane chiller to York chiller,-110000,Rejected,,['PRJ-2018-016-SOV-09'],-76,0,R. Williams,Project Manager
PRJ-2018-016,CO-002,2018-06-14,Owner Request,Added exhaust fan per owner directive,468400,Approved,RFI-016,"['PRJ-2018-016-SOV-11', 'PRJ-2018-016-SOV-02', 'PRJ-2018-016-SOV-07']",122,5,J. Martinez,Owner Rep
PRJ-2018-016,CO-016,2018-07-21,Value Engineering,Substitution approved: Trane chiller to York chiller,-216600,Approved,RFI-012,['PRJ-2018-016-SOV-15'],-58,0,J. Martinez,Project Manager
PRJ-2018-016,CO-003,2018-07-22,Scope Gap,Work not clearly defined in bid documents,626700,Approved,RFI-016,['PRJ-2018-016-SOV-04'],61,2,R. Williams,Owner Rep
PRJ-2018-016,CO-006,2018-08-15,Value Engineering,Substitution approved: Trane chiller to steel piping,-265800,Approved,RFI-020,['PRJ-2018-016-SOV-09'],-88,0,R. Williams,
PRJ-2018-016,CO-004,2018-10-05,Design Error,Drawings showed incorrect equipment clearance - field correction required,253400,Approved,,['PRJ-2018-016-SOV-06'],23,0,K. Thompson,
PRJ-2018-016,CO-009,2018-10-18,Scope Gap,Work not clearly defined in bid documents,575200,Approved,,['PRJ-2018-016-SOV-02'],117,0,R. Williams,Project Manager
PRJ-2018-016,CO-015,2018-11-07,Code Compliance,Inspector required access panels,475200,Approved,,"['PRJ-2018-016-SOV-08', 'PRJ-2018-016-SOV-02']",48,2,R. Williams,Project Manager
PRJ-2018-016,CO-019,2018-11-07,Code Compliance,Inspector required additional smoke detectors,379600,Rejected,,"['PRJ-2018-016-SOV-09', 'PRJ-2018-016-SOV-02']",92,0,K. Thompson,Owner Rep
PRJ-2018-016,CO-008,2018-12-12,Owner Request,Added exhaust fan per owner directive,404900,Approved,RFI-011,"['PRJ-2018-016-SOV-12', 'PRJ-2018-016-SOV-10', 'PRJ-2018-016-SOV-15']",179,2,J. Martinez,Project Manager
PRJ-2018-016,CO-011,2018-12-20,Acceleration,Premium time to maintain schedule,88000,Approved,RFI-020,"['PRJ-2018-016-SOV-08', 'PRJ-2018-016-SOV-12', 'PRJ-2018-016-SOV-05']",109,0,R. Williams,Project Manager
PRJ-2018-016,CO-005,2018-12-25,Design Error,Drawings showed incorrect pipe elevation - field correction required,494900,Approved,RFI-022,['PRJ-2018-016-SOV-02'],70,0,R. Williams,
PRJ-2018-016,CO-014,2019-01-04,Scope Gap,Work not clearly defined in bid documents,550200,Approved,,['PRJ-2018-016-SOV-05'],26,0,R. Williams,
PRJ-2018-016,CO-018,2019-01-21,Coordination,Rerouting required due to structural conflict,187600,Approved,,['PRJ-2018-016-SOV-01'],171,5,J. Martinez,Project Manager
PRJ-2018-016,CO-007,2019-03-23,Scope Gap,Work not clearly defined in bid documents,123800,Approved,,"['PRJ-2018-016-SOV-03', 'PRJ-2018-016-SOV-09']",140,0,K. Thompson,
PRJ-2018-016,CO-010,2019-05-07,Design Error,Drawings showed incorrect equipment clearance - field correction required,148400,Rejected,,"['PRJ-2018-016-SOV-06', 'PRJ-2018-016-SOV-08', 'PRJ-2018-016-SOV-09']",36,14,K. Thompson,Owner Rep
PRJ-2018-016,CO-001,2019-06-21,Acceleration,Premium time to maintain schedule,135400,Approved,RFI-022,"['PRJ-2018-016-SOV-05', 'PRJ-2018-016-SOV-11', 'PRJ-2018-016-SOV-06']",164,7,K. Thompson,Owner Rep
PRJ-2018-016,CO-017,2019-08-11,Scope Gap,Work not clearly defined in bid documents,785700,Rejected,RFI-005,"['PRJ-2018-016-SOV-02', 'PRJ-2018-016-SOV-04']",96,0,J. Martinez,Owner Rep
PRJ-2018-016,CO-013,2019-08-13,Coordination,Rerouting required due to electrical conflict,353800,Approved,RFI-008,"['PRJ-2018-016-SOV-11', 'PRJ-2018-016-SOV-08', 'PRJ-2018-016-SOV-04']",198,0,K. Thompson,
PRJ-2018-017,CO-006,2018-05-06,Value Engineering,Substitution approved: Carrier RTU to York chiller,-102400,Approved,RFI-005,"['PRJ-2018-017-SOV-06', 'PRJ-2018-017-SOV-14']",-69,0,J. Martinez,
PRJ-2018-017,CO-004,2018-05-24,Coordination,Rerouting required due to plumbing conflict,443800,Approved,,"['PRJ-2018-017-SOV-11', 'PRJ-2018-017-SOV-13']",42,0,J. Martinez,Owner Rep
PRJ-2018-017,CO-010,2018-06-11,Value Engineering,Substitution approved: Carrier RTU to steel piping,-101300,Approved,RFI-004,"['PRJ-2018-017-SOV-07', 'PRJ-2018-017-SOV-02', 'PRJ-2018-017-SOV-11']",-20,0,R. Williams,
PRJ-2018-017,CO-007,2018-07-16,Value Engineering,Substitution approved: Trane chiller to York chiller,-114700,Rejected,RFI-008,['PRJ-2018-017-SOV-06'],-24,0,K. Thompson,
PRJ-2018-017,CO-005,2018-07-20,Coordination,Rerouting required due to structural conflict,433800,Approved,RFI-001,"['PRJ-2018-017-SOV-06', 'PRJ-2018-017-SOV-09', 'PRJ-2018-017-SOV-07']",144,7,R. Williams,Project Manager
PRJ-2018-017,CO-009,2018-08-11,Design Error,Drawings showed incorrect pipe elevation - field correction required,380100,Approved,,['PRJ-2018-017-SOV-14'],192,0,J. Martinez,Project Manager
PRJ-2018-017,CO-001,2018-08-27,Design Error,Drawings showed incorrect pipe elevation - field correction required,99600,Rejected,,"['PRJ-2018-017-SOV-15', 'PRJ-2018-017-SOV-12']",36,14,R. Williams,Owner Rep
PRJ-2018-017,CO-008,2018-11-02,Design Error,Drawings showed incorrect equipment clearance - field correction required,269500,Approved,RFI-021,"['PRJ-2018-017-SOV-08', 'PRJ-2018-017-SOV-05', 'PRJ-2018-017-SOV-09']",74,14,J. Martinez,Project Manager
PRJ-2018-017,CO-002,2018-11-11,Value Engineering,Substitution approved: Trane chiller to Daikin RTU,-54100,Approved,RFI-016,"['PRJ-2018-017-SOV-05', 'PRJ-2018-017-SOV-04']",-40,0,R. Williams,Owner Rep
PRJ-2018-017,CO-003,2018-11-25,Value Engineering,Substitution approved: Trane chiller to York chiller,-286500,Rejected,RFI-025,['PRJ-2018-017-SOV-07'],-62,0,J. Martinez,Owner Rep
PRJ-2018-018,CO-008,2018-03-23,Value Engineering,Substitution approved: copper piping to York chiller,-95400,Approved,RFI-022,"['PRJ-2018-018-SOV-02', 'PRJ-2018-018-SOV-14']",-45,0,J. Martinez,Owner Rep
PRJ-2018-018,CO-005,2018-05-20,Scope Gap,Work not clearly defined in bid documents,73700,Approved,,['PRJ-2018-018-SOV-10'],42,0,J. Martinez,
